title,rouge1,rouge2,rougeL
"To establish the AmeriCorps Disaster Relief Corps to carry out national service projects that address the needs arising from the consequences of Hurricane Katrina, and other major disasters and emergencies.",0.449244060475162,0.22993492407809113,0.2548596112311015
"A bill to amend title 38, United States Code, to require the establishment in the Department of Veterans Affairs of mental illness research, education, and clinical centers, and for other purposes.",0.3770053475935829,0.19302949061662203,0.2032085561497326
"A bill to establish a building efficiency retrofit loan credit support program, a State building revolving fund grant program, and a commercial and large building grant program.",0.4444444444444445,0.26785714285714285,0.2533333333333333
"To clarify the authorities for the use of certain National Park Service properties within Golden Gate National Parks and San Francisco Maritime National Historic Park, and for other purposes.",0.313458262350937,0.15726495726495726,0.2078364565587734
To amend the Public Health Service Act to reauthorize support for graduate medical education programs in children's hospitals.,0.502970297029703,0.19085487077534793,0.22970297029702968
Miners Pension Protection Act,0.20750551876379691,0.06415929203539823,0.11479028697571744
"A bill to amend title 38, United States Code, to presume additional diseases of former prisoners of war to be service-connected for compensation purposes, to enhance the Dose Reconstruction Program of the Department of Defense, to enhance and fund certain other epidemiological studies, and for other purposes",0.3835616438356165,0.1055045871559633,0.2054794520547945
Refinancing Education Funding to Invest (REFI) for the Future Act of 2013,0.4892561983471075,0.21890547263681592,0.2677685950413223
A bill to amend the Internal Revenue Code of 1986 to modify the depreciation recovery period for energy-efficient cool roof systems.,0.4377682403433476,0.17316017316017315,0.18025751072961374
Offshore Fracking Transparency and Review Act of 2015,0.44972577696526506,0.20917431192660552,0.26325411334552107
Anti-Corruption Act of 1995,0.4389489953632148,0.07751937984496124,0.20092735703245748
Local Innovation and Coastal Protection Act of 1993,0.4170212765957447,0.13733905579399142,0.23829787234042554
Lead-Safe Housing for Kids Act of 2016,0.4149484536082474,0.1834625322997416,0.21907216494845363
"To amend the Mineral Leasing Act to provide for the leasing of Federal lands for uranium mining, and for other purposes.",0.21524663677130043,0.04524886877828054,0.12556053811659193
Preventing Tragedies Between Police and Communities Act of 2016,0.27860696517412936,0.10972568578553615,0.16666666666666669
A bill to amend the Endangered Species Act of 1973 to establish a procedure for approval of certain settlements.,0.4887892376681614,0.2747747747747748,0.21524663677130046
"To require notification to Congress of certain contracts, and to amend title 31, United States Code, to prohibit the unauthorized expenditure of funds for publicity or propaganda purposes.",0.45697329376854595,0.11343283582089553,0.18397626112759644
To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to clarify and codify the authority of the Administrator of the Federal Emergency Management Agency to administer the National Urban Search and Rescue Response System for Federal response to all hazards.,0.49417249417249415,0.22950819672131145,0.30769230769230765
Confederate Commemorative Works Inventory and Joint Resource Study Act,0.4340175953079179,0.12389380530973451,0.19941348973607037
Make Education Local Act of 2018,0.40145985401459855,0.18681318681318682,0.23357664233576642
Republican Form of Government Guarantee Act,0.5581395348837209,0.21947873799725653,0.2270861833105335
A bill to direct the Secretary of Veterans Affairs to establish a scholarship program for students seeking a degree or certificate in the areas of visual impairment and orientation and mobility.,0.48603351955307267,0.16292134831460675,0.26256983240223464
