title,rouge1,rouge2,rougeL
"An act to amend Section 655.1 of the Harbors and Navigation Code, relating to vessels.",0.358695652173913,0.180327868852459,0.22826086956521738
"An act to amend Section 399.13 of the Public Utilities Code, relating to energy.",0.45325779036827196,0.13105413105413105,0.20396600566572234
"An act relating to postsecondary education.
An act to add and repeal Article 2.6 (commencing with Section 66010.96) of Chapter 2 of Part 40 of Division 5 of Title 3 of the Education Code, relating to postsecondary education.",0.17562254259501964,0.07358738501971092,0.11795543905635647
"An act to amend Section 11465 of the Welfare and Institutions Code, relating to foster children.",0.3027027027027027,0.07065217391304349,0.16216216216216217
"An act to add Article 6.4 (commencing with Section 8592.30) to Chapter 7 of Division 1 of Title 2 of the Government Code, relating to state government.",0.2733485193621868,0.08237986270022883,0.15945330296127563
"An act to amend Section 5650.1 of the Fish and Game Code, and to amend Section 8670.61 of the Government Code, relating to water pollution.",0.3622828784119106,0.06982543640897755,0.18362282878411912
"An act to amend Section 432.7 of the Labor Code, relating to employment.",0.39327731092436974,0.21247892074198987,0.30588235294117644
"An act to amend Section 5515 of, and to add Section 2081.4 to, the Fish and Game Code, relating to fish.",0.5390835579514826,0.2872628726287263,0.24258760107816715
"An act to amend Sections 19851, 19852, 19853, and 19854 of the Revenue and Taxation Code, relating to tax administration.",0.38746438746438744,0.1375358166189112,0.23931623931623933
"An act to add Section 680.1 to the Penal Code, relating to DNA evidence.",0.36464088397790057,0.10720887245841036,0.16574585635359115
"An act to amend Sections 13000, 32400, 32401, 52613, 52651, 68062, 68130.5, and 69505 of the Education Code, relating to educational services.",0.2838983050847458,0.09787234042553193,0.14830508474576273
"An act to add Sections 6902.6, 9152.3, 30362.2, 32402.3, 40112.3, 41101.3, 43452.3, 45652.3, 46502.3, 50140.3, 55222.3, and 60522.3 to the Revenue and Taxation Code, relating to taxation.",0.37853107344632764,0.23295454545454544,0.30508474576271183
"An act to amend Sections 7500.1, 7504, 7507.3, and 7507.13 of the Business and Professions Code, relating to collateral recovery.",0.3436928702010969,0.1834862385321101,0.2230347349177331
"An act to amend Section
566 of the Penal Code, relating to branded containers.
1464 of, and to add Title 14 (commencing with Section 14400) to Part 4 of, the Penal Code, relating to peace officers, and making an appropriation therefor.",0.31026252983293556,0.03357314148681055,0.13365155131264916
"An act to amend Section 27491.41 of, and to add Section 27491.42 to, the Government Code, relating to inquests.",0.3942307692307692,0.1642512077294686,0.22115384615384617
"An act to amend Section 6027 of the Penal Code, relating to corrections.",0.3538461538461539,0.11627906976744187,0.2230769230769231
"An act
to amend Section 830.1 of the Penal Code,
relating to public safety, and making an appropriation therefor.",0.3450134770889488,0.059620596205962065,0.1778975741239892
"An act to amend Section 35147 of the Education Code, relating to local educational agencies.
An act relating to state real property.",0.2555282555282555,0.08888888888888889,0.16216216216216214
"An act to amend Section 11545 of the Government Code, relating to state government.",0.2974683544303798,0.09554140127388536,0.20253164556962028
"An act to add and repeal Article 7 (commencing with Section 18974) of Chapter 11 of Part 6 of Division 9 of the Welfare and Institutions Code, relating to child sexual abuse, and making an appropriation therefor.",0.4606741573033708,0.3050847457627119,0.33707865168539325
"An act to amend Section
12340.1
12389
of the Insurance Code, relating to insurance.",0.42611683848797255,0.21453287197231835,0.29553264604810997
"An act to amend Section 12990 of the Government Code, relating to discrimination.",0.23828124999999997,0.047058823529411764,0.11718750000000001
"An act to amend Sections 33704, 36806, 48003, 61345, 61412, 61805, 62211, and 76259 of, to add Section 61306.5 to, and to repeal Section 33704.5 of, the Food and Agricultural Code, and to amend Section 51203 of the Government Code, relating to food and agriculture, and making an appropriation therefor.",0.19367991845056068,0.051072522982635336,0.09785932721712538
"An act to amend Section 7202 of the Revenue and Taxation Code, relating to taxation.",0.24358974358974358,0.012987012987012988,0.15384615384615383
"An act to add Section 1596.951 to the Health and Safety Code, relating to care facilities.",0.3787878787878788,0.10687022900763357,0.2121212121212121
